,request_type,request_uri,request_body,response_code,response_time_microseconds
217,GET,/petclinic/api/specialties/1,"{""id"":56,""name"":""test3""",200,1943.0
218,GET,/petclinic/api/visits/1,"{""id"":{""fuzz"":false}",404,1900.0
219,POST,/petclinic/api/specialties/1,"{""id"":""fuzzstring"",""name"":0",400,1536.0
220,POST,/petclinic/api/vets,"{""firstName"":false,""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1778.0
221,POST,/petclinic/api/vets/1,"{""specialties"":[{""fuzz"":false}]",400,1384.0
222,POST,/petclinic/api/specialties/1,"{""id"":1,""name"":""test3""",400,1291.0
223,POST,/petclinic/api/visits,"{""vis"":{""fuzz"":false}",400,1516.0
224,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":{""fuzz"":false}}]",400,1303.0
225,POST,/petclinic/api/vets,"{""date"":""yyyy/MM/dd"",""timestamp"":[],""petid"":""fuzzstring"",""id"":0,""name"":""fuzzstring""",400,1257.0
226,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":""fuzzstring"",""name"":""fuzzstring""}]",400,1321.0
227,POST,/petclinic/health/1,"{""id"":0,""name"":""fuzzstring""",404,2222.0
228,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false}",400,1466.0
229,GET,/petclinic/api/specialties/1,"{""id"":false,""name"":[]",200,1997.0
230,POST,/petclinic/api/specialties/1,"{""name"":0",400,1548.0
231,PUT,/petclinic/api/pets/petid,"{""id"":56,""name"":""fuzzstring""",400,1457.0
232,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",{}",400,1598.0
233,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":false}]",400,1878.0
234,POST,/petclinic/api/vets,"{""enabled"":1,""password"":""Unknown""",400,1345.0
235,POST,/petclinic/api/users,"{""enabled"":{""fuzz"":false},""password"":""fuzzstring"",""roles"":[{""name"":0}],""username"":""fuzzstring""",400,1223.0
236,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":0",404,2045.0
237,GET,/petclinic/api/vets,"{""firstName"":0,""id"":0,""lastName"":""fuzzstring"",""specialties"":0",200,2707.0
238,POST,/petclinic/health/1,"{""id"":0,""name"":0",404,3608.0
239,POST,/petclinic/api/vets/1,"{""id"":""fuzzstring"",""name"":""fuzzstring""",400,1478.0
240,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""fuzz"":false}],""name"":""fuzzstring""",404,1908.0
241,POST,/petclinic/api/users,"{""enabled"":false,""password"":""false"",""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":""false""",400,1624.0
242,POST,/petclinic/api/specialties/1,"{""id"":[],""name"":""fuzzstring""",400,1425.0
243,POST,/petclinic/api/specialties/1,"{""id"":1,""name"":""fuzzstring""",400,1547.0
244,POST,/petclinic/api/visits,"{""id"":[],""date"":""fuzzstring"",""description"":[],""id"":0,""pet"":""fuzzstring""",400,1413.0
245,GET,/petclinic/api/vets,"{""lastName"":[]",200,2703.0
246,POST,/petclinic/api/vets/1,"{""id"":false,""name"":""fuzzstring""",400,1509.0
247,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,1560.0
248,GET,/petclinic/api/specialties/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,2208.0
249,GET,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring""",404,1919.0
250,DELETE,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":1,""lastName"":""fuzzstring"",""specialties"":[{""id"":1,""name"":""fuzzstring""}]",400,1454.0
251,GET,/petclinic/api/vets,"{""specialties"":""fuzzstring""",200,2876.0
252,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring"",""specialties"":[{""name"":{""fuzz"":false}}]",400,1499.0
253,POST,/petclinic/api/vets,"{""enabled"":false,""password"":false,""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":0",400,1722.0
254,POST,/petclinic/api/vets,"{""firstName"":0,""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,2084.0
255,POST,/petclinic/api/specialties/1,"{""id"":0,""name"":""fuzzstring""",400,1545.0
256,PUT,/petclinic/api/vets/1,"{""id"":0,""firstName"":""fuzzstring"",""id"":0,""lastName"":{""fuzz"":false},""specialties"":[{""name"":{""fuzz"":false}}]",400,1585.0
257,POST,/petclinic/api/vets/1,"{""id"":false",400,1365.0
258,POST,/petclinic/api/vets,"{""firstName"":0,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1261.0
259,POST,/petclinic/api/vets,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1233.0
260,POST,/petclinic/api/visits,"{""id"":6784,""name"":""Unknown""",400,1491.0
261,POST,/petclinic/api/vets,"{""firstName"":[],""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1457.0
262,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring"",""specialties"":[{""name"":{""fuzz"":false}}]",400,1391.0
263,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":false,""specialties"":[{""id"":0,""name"":0}]",400,1320.0
264,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":0}]",400,1426.0
265,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":false}]",400,1245.0
266,POST,/petclinic/api/vets/1,"{""firstName"":false,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1192.0
267,DELETE,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":{""fuzz"":false}}]",404,2443.0
268,GET,/petclinic/api/visits/1,"{""specialties"":[[]]",404,2025.0
269,POST,/petclinic/api/specialties/1,"{""id"":false",400,1450.0
270,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1443.0
271,PUT,/petclinic/api/vets/1,"{""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":{""fuzz"":false}}]",400,1515.0
272,PUT,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":""fuzzstring""",400,1388.0
273,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":false,""specialties"":[{""fuzz"":false}}],""name"":""fuzzstring""",404,2053.0
274,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",404,2113.0
275,POST,/petclinic/api/vets,,400,1565.0
276,POST,/petclinic/api/specialties/1,"{""id"":0,""name"":false",400,1285.0
277,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":{""fuzz"":false},""specialties"":[{""name"":""test3""}]",400,1557.0
278,POST,/petclinic/api/visits,"{""id"":0,""name"":""fuzzstring""",400,1304.0
279,POST,/petclinic/api/visits,"{""id"":56,""name"":""fuzzstring""",400,1374.0
280,POST,/petclinic/api/vets,"{""firstName"":{""fuzz"":false},""id"":0,""lastName"":{""fuzz"":false},""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1483.0
281,POST,/petclinic/api/vets/1,"{""firstName"":{""fuzz"":false},""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",400,1368.0
282,POST,/petclinic/api/specialties/1,"{""id"":56,""name"":""test3""",400,1285.0
283,POST,/petclinic/api/visits,"{""date"":[]}{""date"":0,""date"":0,""date"":false,""date"":""fuzzstring"",""date"":""fuzzstring2""",400,1254.0
284,POST,/petclinic/api/visits,"{""date"":0,""date"":[],""description"":""fuzzstring"",""pet"":""fuzzstring""",400,1426.0
285,POST,/petclinic/api/visits,"{""id"":1,""name"":""test3""",400,1466.0
286,PUT,/petclinic/api/pets/petid,"{""id"":1,""name"":""Unknown""",400,1609.0
287,GET,/petclinic/health/1,"{""id"":0,""name"":""fuzzstring""",404,2383.0
288,PUT,/petclinic/api/vets/1,"{""firstName"":false,""id"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,1580.0
289,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":{""fuzz"":false}",400,1293.0
290,GET,/petclinic/api/specialties/1,"{""id"":1,""name"":""Unknown""",200,1933.0
291,POST,/petclinic/api/specialties/1,"{""id"":[]",400,1571.0
292,POST,/petclinic/api/vets/1,"{""specialties"":[{""id"":[]}]",400,1504.0
293,POST,/petclinic/api/vets,"{""firstName"":[],""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1336.0
294,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring"",""id"":56,""pet"":{""fuzz"":false",400,1478.0
295,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1349.0
296,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",404,1837.0
297,POST,/petclinic/api/visits,"{""enabled"":true,""password"":""fuzzstring"",""roles"":[{""fuzz"":false}]",400,1365.0
298,PUT,/petclinic/api/vets/1,"{""firstName"":0,""id"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,2235.0
299,PUT,/petclinic/api/pets/petid,"{""id"":6784,""name"":""fuzzstring""",400,1634.0
300,DELETE,/petclinic/api/pets,"{""id"":56,""name"":""fuzzstring""",400,1232.0
301,GET,/petclinic/api/vets,"{""specialties"":[{""fuzz"":false}}]",200,2699.0
302,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,1400.0
303,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""end"":""fuzzstring"",""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1389.0
304,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":false}]",400,1944.0
305,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":{""fuzz"":false},""specialties"":[{""id"":0,""name"":{""fuzz"":false}}]",400,1376.0
306,PUT,/petclinic/api/vets/1,"{""id"":0,""firstName"":{""fuzz"":false}",400,1317.0
307,POST,/petclinic/api/pets,"{""id"":0,""name"":""fuzzstring2""",400,1481.0
308,GET,/petclinic/api/specialties/1,"{""id"":6784,""name"":""fuzzstring""",200,1798.0
309,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring"",""id"":1,""pet"":{""fuzz"":true",400,1292.0
310,POST,/petclinic/api/vets/1,"{""lastName"":0",400,1695.0
311,GET,/petclinic/api/specialties/1,"{""id"":false,""name"":[],""name"":""fuzzstring""",200,1926.0
312,POST,/petclinic/health/1,"{""id"":false,""name"":[],""name"":""fuzzstring""",404,1958.9999999999998
313,GET,/petclinic/api/vets,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,2981.0
314,POST,/petclinic/api/specialties/1,"{""id"":6784,""name"":""fuzzstring2""",400,1527.0
315,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":false,""specialties"":[{""id"":0}]",400,1210.0
316,GET,/petclinic/api/vets,"{""specialties"":[{""id"":[]}]",200,3295.0
317,POST,/petclinic/api/visits,"{""id"":{""fuzz"":false},""name"":""fuzzstring""",400,1482.0
318,POST,/petclinic/health/1,"{""id"":0,""name"":0,""name"":[],""name"":""fuzzstring""",404,1908.0
319,POST,/petclinic/api/visits,"{""vis"":[],""date"":[],""description"":""fuzzstring"",""vis"":{""fuzz"":false}",400,1562.0
320,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":""fuzzstring""}]",400,1277.0
321,POST,/petclinic/api/specialties/1,"{""id"":0,""id"":0,""name"":[]",400,1617.0
322,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring2"",""id"":1,""pet"":{""id"":1,""name"":""Unknown""}",400,1407.0
323,PUT,/petclinic/api/vets/1,"{""specialties"":[{""fuzz"":false}}]",400,1471.0
324,POST,/petclinic/api/visits,"{""name"":[]",400,1287.0
325,POST,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",400,1173.0
326,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""fuzz"":false}],""name"":""fuzzstring""",404,2033.0
327,GET,/petclinic/api/visits/1,"{""firstName"":[]",404,1839.0
328,DELETE,/petclinic/api/vets/1,"{""id"":0,""name"":""fuzzstring""",404,2133.0
329,PUT,/petclinic/api/vets/1,"{""id"":0,""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""name"":""fuzzstring""}]",400,1707.0
330,GET,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,2729.0
331,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":false,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",404,2077.0
332,POST,/petclinic/api/visits,"{""id"":56,""name"":""Unknown""",400,2077.0
333,POST,/petclinic/api/visits,"{""date"":0,""date"":""fuzzstring"",""description"":""fuzzstring"",""vis"":{""fuzz"":false},""date"":""fuzzstring""",400,1465.0
334,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0}]",400,1296.0
335,GET,/petclinic/api/specialties/1,"{""id"":1,""name"":""test3""",200,1928.0
336,POST,/petclinic/api/vets,"{""firstName"":{""fuzz"":false},""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":{""fuzz"":false}}]",400,1379.0
337,POST,/petclinic/api/vets,"{""firstName"":0,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":false}]",400,1229.0
338,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""name"":""Unknown""",400,1623.0
339,POST,/petclinic/api/vets,"{""enabled"":false,""password"":0,""roles"":[{""id"":0,""name"":false}],""username"":""0""",400,1597.0
340,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":[],""name"":""fuzzstring""",200,1853.0
341,POST,/petclinic/api/visits,"{""date"":0}{""date"":""fuzzstring""",400,1729.0
342,POST,/petclinic/api/visits,"{""id"":""fuzzstring"",""name"":0",400,1468.0
343,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1286.0
344,POST,/petclinic/api/vets,"{""enabled"":true,""password"":""fuzzstring2"",""username"":""Unknown""",400,1220.0
345,POST,/petclinic/api/visits,"{""name"":0",400,1791.0
346,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":false}]",400,1279.0
347,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":false}]",404,1838.0
348,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":[],""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":[]}]",400,1454.0
349,POST,/petclinic/api/users,"{""enabled"":false,""password"":{""fuzz"":false}",400,1452.0
350,POST,/petclinic/api/specialties/1,"{""id"":false,""name"":[]",400,1346.0
351,GET,/petclinic/api/vets,"{""lastName"":0",200,3128.0
352,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":0}]",400,1671.0
353,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring"",""id"":56,""pet"":{""fuzz"":true",400,1303.0
354,POST,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":[]}]",400,1201.0
355,POST,/petclinic/health/1,"{""id"":false,""name"":""fuzzstring""",404,2109.0
356,DELETE,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":""fuzzstring""}]",404,1998.0000000000002
357,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",404,2321.0
358,POST,/petclinic/api/specialties/1,"{""id"":0,""name"":""test3""",400,1595.0
359,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":false",200,1847.0
360,POST,/petclinic/api/vets/1,"{""specialties"":0",400,1386.0
361,PUT,/petclinic/api/pets/petid,"{""id"":0,""name"":""fuzzstring""",400,1723.0
362,POST,/petclinic/api/users,"{""enabled"":false,""password"":""0"",""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":""0""",400,1743.0
363,POST,/petclinic/api/visits,"{""id"":1,""name"":""Unknown""",400,1464.0
364,DELETE,/petclinic/api/specialties/1,"{""id"":""fuzzstring""",400,3134.0
365,POST,/petclinic/api/visits,"{""id"":56,""name"":""fuzzstring2""",400,1628.0
366,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":false,""specialties"":[{""fuzz"":false}]",400,1429.0
367,POST,/petclinic/api/visits,"{""enabled"":false,""password"":""fuzzstring"",""roles"":[{""id"":0,""name"":{""fuzz"":false}}],""username"":""fuzzstring""",400,1772.0
368,POST,/petclinic/api/vets/1,"{""id"":0",400,1720.0
369,DELETE,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",404,2423.0
370,POST,/petclinic/api/pets,"{""id"":56,""name"":""test3""",400,1756.0
371,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":{""fuzz"":false}]",400,1328.0
372,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[[]]",400,1254.0
373,POST,/petclinic/api/vets/1,"{""firstName"":0,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",400,1983.0
374,GET,/petclinic/api/vets,"{""specialties"":[""fuzzstring""]",200,3008.0
375,PUT,/petclinic/api/vets/1,"{""firstName"":{""fuzz"":false},""id"":6784,""lastName"":""fuzzstring"",""specialties"":[{""id"":6784,""name"":""fuzzstring""}]",400,1806.0
376,POST,/petclinic/api/visits,"{""roles"":[{""id"":0}],""username"":""ROLE_0""",400,1404.0
377,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":""Unknown""",200,1774.0
378,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":[]}]",404,2509.0
379,POST,/petclinic/api/specialties,"{""id"":[],""name"":""fuzzstring""",400,1538.0
380,POST,/petclinic/api/vets,"{""enabled"":0,""password"":""test2""",400,1289.0
381,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":0",400,1313.0
382,POST,/petclinic/api/vets/1,"{""id"":false,""name"":0",400,1430.0
383,POST,/petclinic/api/vets/1,"{""specialties"":[0]",400,1297.0
384,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":{""fuzz"":false},""specialties"":[{""name"":""fuzzstring""}]",404,2076.0
385,GET,/petclinic/api/vets/1,"{""specialties"":[{""name"":{""fuzz"":false}}]",404,2134.0
386,POST,/petclinic/api/visits,"{""date"":[],""description"":""fuzzstring"",""id"":0,""pet"":{""fuzz"":false}",400,1528.0
387,POST,/petclinic/api/visits,"{""id"":0,""name"":""fuzzstring2""",400,1269.0
388,GET,/petclinic/api/specialties/1,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring"",""id"":1,""pet"":{""fuzz"":true",200,2374.0
389,POST,/petclinic/api/specialties/1,"{""name"":[]",400,1591.0
390,POST,/petclinic/api/visits,"{""roles"":[{""name"":{""fuzz"":false}}],""username"":""ROLE_0""",400,1731.0
391,POST,/petclinic/api/users,"{""enabled"":false,""password"":""fuzzstring"",""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":""fuzzstring""",400,1572.0
392,GET,/petclinic/api/vets/1,"{""specialties"":[{""id"":{""fuzz"":false}}]",404,1946.0
393,GET,/petclinic/api/specialties/1,"{""id"":false",200,1735.0
394,POST,/petclinic/api/vets,"{""enabled"":false,""password"":""false"",""roles"":[{""id"":0,""name"":[]}],""username"":""0""",400,1558.0
395,POST,/petclinic/api/vets,"{""id"":0,""id"":0,""lastName"":{""fuzz"":false}",400,1405.0
396,GET,/petclinic/api/specialties/1,"{""id"":56,""name"":""fuzzstring2""",200,1856.0
397,POST,/petclinic/api/visits,"{""enabled"":{""fuzz"":false},""password"":""fuzzstring"",""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":""ROLE_0""",400,1676.0
398,GET,/petclinic/api/visits/1,"{""specialties"":[0]",404,2111.0
399,GET,/petclinic/api/visits/1,"{""id"":0",404,1690.0
400,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":{""fuzz"":false}",200,2106.0
401,GET,/petclinic/api/visits/1,"{""specialties"":[{""id"":{""fuzz"":false}}]",404,2458.0
402,GET,/petclinic/api/visits,"{""id"":""fuzzstring""",200,3231.0
403,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":0",404,1993.0
404,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":[],""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1360.0
405,PUT,/petclinic/api/vets/1,"{""firstName"":{""fuzz"":false},""id"":0,""lastName"":""fuzzstring"",""specialties"":0",400,1398.0
406,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":[],""name"":""fuzzstring""}]",400,1843.0
407,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":6784,""lastName"":""fuzzstring"",""specialties"":[{""id"":6784,""name"":{""fuzz"":false}}]",400,1513.0
408,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""name"":0}]",400,1410.0
409,POST,/petclinic/api/vets,"{""firstName"":[],""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":0",400,1465.0
410,GET,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring2"",""id"":1,""pet"":{""fuzz"":false}",200,2760.0
411,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":[]}]",400,1487.0
412,POST,/petclinic/api/visits,"{""id"":0,""name"":""test3""",400,1856.0
413,POST,/petclinic/health/1,"{""name"":0",404,2164.0
414,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":{""fuzz"":false},""name"":""Unknown""}]",400,1396.0
415,DELETE,/petclinic/api/visits/1,"{""specialties"":{""fuzz"":false}",404,1842.0
416,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""end"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1551.0
417,GET,/petclinic/api/specialties/1,"{""name"":false",200,1669.0
418,DELETE,/petclinic/api/visits/1,"{""specialties"":[{""id"":{""fuzz"":false}}]",404,2184.0
419,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring"",""specialties"":[{""name"":{""fuzz"":false}}]",400,1581.0
420,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring""",404,1813.0
421,POST,/petclinic/api/vets,"{""id"":0,""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[0]",400,1546.0
422,PUT,/petclinic/api/pets/petid,"{""id"":56,""name"":""fuzzstring2""",400,1605.0
423,GET,/petclinic/api/specialties/1,"{""id"":6784,""name"":""fuzzstring2""",200,1829.0
424,GET,/petclinic/api/vets,"{""lastName"":false",200,2709.0
425,POST,/petclinic/api/vets/1,"{""id"":false,""name"":[]",400,1520.0
426,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":{""fuzz"":false}",400,1281.0
427,POST,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":{""fuzz"":false}",400,1261.0
428,POST,/petclinic/api/pets,"{""id"":0,""name"":""fuzzstring""",400,1448.0
429,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":""fuzzstring""}]",404,2227.0
430,POST,/petclinic/api/vets,"{""enabled"":false,""password"":0,""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":0",400,1691.0
431,GET,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,3075.0
432,GET,/petclinic/api/visits/1,"{""lastName"":{""fuzz"":false}",404,1951.0
433,POST,/petclinic/api/vets/1,"{""firstName"":[]",400,1751.0
434,PUT,/petclinic/api/vets/1,"{""specialties"":[]",400,1667.0
435,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":{""fuzz"":false}}]",400,1837.0
436,POST,/petclinic/api/specialties/1,"{""id"":0,""name"":""fuzzstring2""",400,1601.0
437,POST,/petclinic/api/vets,"{""enabled"":false,""password"":""fuzzstring2"",""username"":""fuzzstring2""",400,1457.0
